prefecture_id,name,name_hira,name_kata,logo_url,url_domain
1,上富良野町,かみふらのちょう,カミフラノチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/上富良野町.png,https://www.town.kamifurano.hokkaido.jp
1,中富良野町,なかふらのちょう,ナカフラノチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/中富良野町.png,http://www.town.nakafurano.lg.jp
1,南富良野町,みなみふらのちょう,ミナミフラノチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/南富良野町.png,https://www.town.minamifurano.hokkaido.jp
1,占冠村,しむかっぷむら,シムカップムラ,https://storage.googleapis.com/hojokin-dock-public/logo_images/占冠村.png,https://www.vill.shimukappu.lg.jp
1,和寒町,わっさむちょう,ワッサムチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/和寒町.png,https://www.town.wassamu.hokkaido.jp
1,剣淵町,けんぶちちょう,ケンブチチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/剣淵町.png,https://www.town.kembuchi.hokkaido.jp
1,下川町,しもかわちょう,シモカワチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/下川町.png,https://www.town.shimokawa.hokkaido.jp
1,美深町,びふかちょう,ビフカチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/美深町.png,http://www.town.bifuka.hokkaido.jp
1,音威子府村,おといねっぷむら,オトイネップムラ,https://storage.googleapis.com/hojokin-dock-public/logo_images/音威子府村.png,http://www.vill.otoineppu.hokkaido.jp
1,中川町,なかがわちょう,ナカガワチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/中川町.png,https://www.town.nakagawa.hokkaido.jp
1,幌加内町,ほろかないちょう,ホロカナイチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/幌加内町.png,https://www.town.horokanai.hokkaido.jp
1,増毛町,ましけちょう,マシケチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/増毛町.png,https://www.town.mashike.hokkaido.jp
1,小平町,おびらちょう,オビラチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/小平町.png,http://www.town.obira.hokkaido.jp
1,苫前町,とままえちょう,トママエチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/苫前町.png,http://www.town.tomamae.lg.jp
1,羽幌町,はぼろちょう,ハボロチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/羽幌町.png,https://www.town.haboro.lg.jp
1,初山別村,しょさんべつむら,ショサンベツムラ,https://storage.googleapis.com/hojokin-dock-public/logo_images/初山別村.png,http://www.vill.shosanbetsu.lg.jp
1,遠別町,えんべつちょう,エンベツチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/遠別町.png,http://www.town.embetsu.hokkaido.jp
1,天塩町,てしおちょう,テシオチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/天塩町.png,http://www.teshiotown.hokkaido.jp
1,猿払村,さるふつむら,サルフツムラ,https://storage.googleapis.com/hojokin-dock-public/logo_images/猿払村.png,https://www.vill.sarufutsu.hokkaido.jp
1,浜頓別町,はまとんべつちょう,ハマトンベツチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/浜頓別町.png,http://www.town.hamatonbetsu.hokkaido.jp
1,中頓別町,なかとんべつちょう,ナカトンベツチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/中頓別町.png,https://www.town.nakatombetsu.hokkaido.jp
1,枝幸町,えさしちょう,エサシチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/枝幸町.png,https://www.esashi.jp
1,豊富町,とよとみちょう,トヨトミチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/豊富町.png,https://www.town.toyotomi.hokkaido.jp
1,礼文町,れぶんちょう,レブンチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/礼文町.png,https://www.town.rebun.hokkaido.jp
1,利尻町,りしりちょう,リシリチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/利尻町.png,http://www.town.rishiri.hokkaido.jp
1,利尻富士町,りしりふじちょう,リシリフジチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/利尻富士町.png,https://www.town.rishirifuji.hokkaido.jp
1,幌延町,ほろのべちょう,ホロノベチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/幌延町.png,https://www.town.horonobe.lg.jp
1,美幌町,びほろちょう,ビホロチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/美幌町.png,http://www.town.bihoro.hokkaido.jp
1,津別町,つべつちょう,ツベツチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/津別町.png,https://www.town.tsubetsu.hokkaido.jp
1,斜里町,しゃりちょう,シャリチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/斜里町.png,https://www.town.shari.hokkaido.jp
1,清里町,きよさとちょう,キヨサトチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/清里町.png,https://www.town.kiyosato.hokkaido.jp
1,小清水町,こしみずちょう,コシミズチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/小清水町.png,https://www.town.koshimizu.hokkaido.jp
1,訓子府町,くんねっぷちょう,クンネップチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/訓子府町.png,https://www.town.kunneppu.hokkaido.jp
1,置戸町,おけとちょう,オケトチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/置戸町.png,http://www.town.oketo.hokkaido.jp
1,佐呂間町,さろまちょう,サロマチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/佐呂間町.png,https://www.town.saroma.hokkaido.jp
1,遠軽町,えんがるちょう,エンガルチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/遠軽町.png,https://engaru.jp
1,湧別町,ゆうべつちょう,ユウベツチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/湧別町.png,https://www.town.yubetsu.lg.jp
1,滝上町,たきのうえちょう,タキノウエチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/滝上町.png,https://www.town.takinoue.hokkaido.jp
1,興部町,おこっぺちょう,オコッペチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/興部町.png,https://www.town.okoppe.lg.jp
1,西興部村,にしおこっぺむら,ニシオコッペムラ,https://storage.googleapis.com/hojokin-dock-public/logo_images/西興部村.png,https://www.vill.nishiokoppe.lg.jp
1,雄武町,おうむちょう,オウムチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/雄武町.png,http://www.town.oumu.hokkaido.jp
1,大空町,おおぞらちょう,オオゾラチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/大空町.png,http://www.town.ozora.hokkaido.jp
1,豊浦町,とようらちょう,トヨウラチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/豊浦町.png,http://www.town.toyoura.hokkaido.jp
1,壮瞥町,そうべつちょう,ソウベツチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/壮瞥町.png,https://www.town.sobetsu.lg.jp
1,白老町,しらおいちょう,シラオイチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/白老町.png,http://www.town.shiraoi.hokkaido.jp
1,厚真町,あつまちょう,アツマチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/厚真町.png,http://www.town.atsuma.lg.jp
1,洞爺湖町,とうやこちょう,トウヤコチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/洞爺湖町.png,http://www.town.toyako.hokkaido.jp
1,安平町,あびらちょう,アビラチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/安平町.png,https://www.town.abira.lg.jp
1,むかわ町,むかわちょう,ムカワチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/むかわ町.png,http://www.town.mukawa.lg.jp
1,日高町,ひだかちょう,ヒダカチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/日高町.png,http://www.town.hidaka.hokkaido.jp
1,平取町,びらとりちょう,ビラトリチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/平取町.png,http://www.town.biratori.hokkaido.jp
1,新冠町,にいかっぷちょう,ニイカップチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/新冠町.png,https://www.niikappu.jp
1,浦河町,うらかわちょう,ウラカワチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/浦河町.png,https://www.town.urakawa.hokkaido.jp
1,様似町,さまにちょう,サマニチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/様似町.png,http://www.samani.jp
1,えりも町,えりもちょう,エリモチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/えりも町.png,https://www.town.erimo.lg.jp
1,新ひだか町,しんひだかちょう,シンヒダカチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/新ひだか町.png,http://www.shinhidaka-hokkaido.jp
1,音更町,おとふけちょう,オトフケチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/音更町.png,https://www.town.otofuke.hokkaido.jp
1,士幌町,しほろちょう,シホロチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/士幌町.png,https://www.shihoro.jp
